"CAS"	"Synonyms"	"DatabaseCount"
"91-22-5"	"QUINOLINE;91-22-5;Chinolin"	15
"91-23-6"	"2-Nitroanisole;1-Methoxy-2-nitrobenzene;O-NITROANISOLE"	15
"94-36-0"	"BENZOYL PEROXIDE;94-36-0;Dibenzoyl peroxide"	15
"95-54-5"	"O-PHENYLENEDIAMINE;benzene-1,2-diamine;95-54-5"	15
"95-63-6"	"1,2,4-TRIMETHYLBENZENE;Pseudocumene;95-63-6"	15
"98-00-0"	"FURFURYL ALCOHOL;2-Furanmethanol;98-00-0"	15
"10025-67-9"	"Disulfur dichloride;SULFUR MONOCHLORIDE;Chlorosulfane"	14
"101-61-1"	"101-61-1;4,4'-Methylenebis(N,N-dimethylaniline);Michler's base"	14
"101-72-4"	"101-72-4;N-Isopropyl-N'-phenyl-p-phenylenediamine;IPPD"	14
"101-84-8"	"DIPHENYL ETHER;Diphenyl oxide;101-84-8"	14
"10108-64-2"	"10108-64-2;cadmium chloride;Dichlorocadmium"	14
"10124-36-4"	"Cadmium sulfate;10124-36-4;Cadmium sulphate"	14
"10141-05-6"	"Cobalt nitrate;Cobalt(II) nitrate;COBALTOUS NITRATE"	14
"102-71-6"	"TRIETHANOLAMINE;Trolamine;102-71-6"	14
"1024-57-3"	"Epoxyheptachlor;1024-57-3;cis-Heptachlor Epoxide"	14
"10265-92-6"	"methamidophos;Metamidophos;Tamaron"	14
"103-69-5"	"N-ETHYLANILINE;103-69-5;Benzenamine, N-ethyl-"	14
"10588-01-9"	"Sodium dichromate;10588-01-9;Bichromate of soda"	14
"106-87-6"	"4-Vinylcyclohexene dioxide;106-87-6;4-Vinyl-1-cyclohexene dioxide"	14
"107-22-2"	"GLYOXAL;Ethanedial;107-22-2"	14
"107-66-4"	"DIBUTYL PHOSPHATE;Dibutyl hydrogen phosphate;107-66-4"	14
"107-87-9"	"2-Pentanone;PENTAN-2-ONE;107-87-9"	14
"107-92-6"	"butyric acid;butanoic acid;107-92-6"	14
"108-01-0"	"2-(Dimethylamino)ethanol;Deanol;108-01-0"	14
"108-21-4"	"ISOPROPYL ACETATE;108-21-4;2-Propyl acetate"	14
"108-65-6"	"1-Methoxy-2-propyl acetate;108-65-6;1-methoxypropan-2-yl acetate"	14
"108-77-0"	"Cyanuric chloride;108-77-0;2,4,6-Trichloro-1,3,5-triazine"	14
"108-78-1"	"MELAMINE;1,3,5-Triazine-2,4,6-triamine;108-78-1"	14
"108-98-5"	"Benzenethiol;THIOPHENOL;108-98-5"	14
"109-06-8"	"2-METHYLPYRIDINE;2-Picoline;109-06-8"	14
"109-55-7"	"3-Dimethylaminopropylamine;109-55-7;3-(Dimethylamino)propylamine"	14
"109-59-1"	"2-Isopropoxyethanol;109-59-1;Isopropyl oxitol"	14
"109-79-5"	"1-Butanethiol;Butanethiol;butane-1-thiol"	14
"110-49-6"	"2-Methoxyethyl acetate;110-49-6;Methyl glycol acetate"	14
"110-65-6"	"2-Butyne-1,4-diol;110-65-6;But-2-yne-1,4-diol"	14
"110-71-4"	"1,2-DIMETHOXYETHANE;110-71-4;Ethylene glycol dimethyl ether"	14
"111-41-1"	"2-(2-Aminoethylamino)ethanol;111-41-1;N-(2-Hydroxyethyl)ethylenediamine"	14
"111-66-0"	"1-OCTENE;Oct-1-ene;111-66-0"	14
"111-84-2"	"NONANE;n-Nonane;111-84-2"	14
"114-26-1"	"propoxur;114-26-1;Baygon"	14
"115-32-2"	"DICOFOL;Kelthane;115-32-2"	14
"116-06-3"	"aldicarb;Temik;116-06-3"	14
"119-64-2"	"1,2,3,4-Tetrahydronaphthalene;TETRALIN;119-64-2"	14
"120-71-8"	"2-Methoxy-5-methylaniline;120-71-8;P-CRESIDINE"	14
"120-80-9"	"pyrocatechol;catechol;120-80-9"	14
"120-92-3"	"CYCLOPENTANONE;120-92-3;Adipic ketone"	14
"12035-72-2"	"Nickel subsulfide;Trinickel disulphide;12035-72-2"	14
"121-45-9"	"TRIMETHYL PHOSPHITE;121-45-9;Trimethoxyphosphine"	14
"12125-02-9"	"AMMONIUM CHLORIDE;12125-02-9;Salmiac"	14
"122-60-1"	"PHENYL GLYCIDYL ETHER;Glycidyl phenyl ether;122-60-1"	14
"122-66-7"	"1,2-DIPHENYLHYDRAZINE;Hydrazobenzene;122-66-7"	14
"122-99-6"	"2-PHENOXYETHANOL;Phenoxyethanol;122-99-6"	14
"124-04-9"	"adipic acid;hexanedioic acid;124-04-9"	14
"124-09-4"	"1,6-Hexanediamine;Hexamethylenediamine;1,6-Diaminohexane"	14
"1303-28-2"	"ARSENIC PENTOXIDE;Arsenic(V) oxide;1303-28-2"	14
"1303-86-2"	"Boric anhydride;1303-86-2;Boron trioxide"	14
"1307-96-6"	"Cobalt(II) oxide;1307-96-6;Cobalt monooxide"	14
"131-17-9"	"DIALLYL PHTHALATE;131-17-9;Allyl phthalate"	14
"13138-45-9"	"NICKEL NITRATE;Nickel(II) nitrate;13138-45-9"	14
"1314-56-3"	"PHOSPHORUS PENTOXIDE;Phosphorus(V) oxide;1314-56-3"	14
"1314-80-3"	"Phosphorus pentasulfide;1314-80-3;Diphosphorus pentasulfide"	14
"1319-77-3"	";CAPTAN;133-06-2"	14
"133-06-2"	"CAPTAN;133-06-2;Aacaptan"	14
"1332-21-4"	";05105_FLUKA;05110_FLUKA"	14
"1333-86-4"	"05105_FLUKA;05110_FLUKA;05112_FLUKA"	14
"134-32-7"	"1-NAPHTHYLAMINE;1-Aminonaphthalene;134-32-7"	14
"13463-40-6"	";TITANIUM DIOXIDE;Rutile"	14
"13463-67-7"	"TITANIUM DIOXIDE;Rutile;13463-67-7"	14
"135-19-3"	"2-NAPHTHOL;naphthalen-2-ol;135-19-3"	14
"135-88-6"	"N-Phenyl-2-naphthylamine;135-88-6;N-Phenylnaphthalen-2-amine"	14
"141-79-7"	"MESITYL OXIDE;4-Methylpent-3-en-2-one;141-79-7"	14
"1477-55-0"	"m-Xylylenediamine;1477-55-0;1,3-BENZENEDIMETHANAMINE"	14
"149-57-5"	"2-ETHYLHEXANOIC ACID;149-57-5;2-Ethylcaproic acid"	14
"156-62-7"	";trifluralin;1582-09-8"	14
"1582-09-8"	"trifluralin;1582-09-8;Treflan"	14
"1634-04-4"	"tert-Butyl methyl ether;Methyl tert-butyl ether;MTBE"	14
"16961-83-4"	"Hexafluorosilicic acid;Fluorosilicic acid;16961-83-4"	14
"1746-01-6"	"TCDD;2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN;Dioxin"	14
"205-99-2"	"Benzo[b]fluoranthene;205-99-2;BENZO(B)FLUORANTHENE"	14
"2385-85-5"	"MIREX;Dechlorane;Perchloropentacyclodecane"	14
"2451-62-9"	"Triglycidyl isocyanurate;2451-62-9;Teroxirone"	14
"298-00-0"	"Parathion-methyl;METHYL PARATHION;298-00-0"	14
"298-04-4"	"disulfoton;298-04-4;Thiodemeton"	14
"302-17-0"	"chloral hydrate;302-17-0;2,2,2-Trichloroethane-1,1-diol"	14
"3194-55-6"	"1,2,5,6,9,10-HEXABROMOCYCLODODECANE;3194-55-6;Cyclododecane, 1,2,5,6,9,10-hexabromo-"	14
"330-54-1"	"diuron;330-54-1;3-(3,4-Dichlorophenyl)-1,1-dimethylurea"	14
"334-88-3"	"DIAZOMETHANE;Azimethylene;Methane, diazo-"	14
"4098-71-9"	"ISOPHORONE DIISOCYANATE;4098-71-9;IPDI"	14
"460-19-5"	"CYANOGEN;Oxalonitrile;Ethanedinitrile"	14
"510-15-6"	"CHLOROBENZILATE;510-15-6;Chlorbenzilat"	14
"54-11-5"	"nicotine;L-Nicotine;54-11-5"	14
"55-63-0"	"nitroglycerin;Glyceryl trinitrate;Trinitroglycerin"	14
"552-30-7"	"TRIMELLITIC ANHYDRIDE;552-30-7;1,2,4-Benzenetricarboxylic anhydride"	14
"57-14-7"	"1,1-DIMETHYLHYDRAZINE;N,N-Dimethylhydrazine;57-14-7"	14
"57-57-8"	"beta-propiolactone;2-Oxetanone;Propiolactone"	14
"57-74-9"	"chlordane;Chlordan;Octachlor"	14
"60-29-7"	"DIETHYL ETHER;ether;Ethyl ether"	14
"60-51-5"	"dimethoate;60-51-5;Phosphamide"	14
"621-64-7"	"N-Nitrosodipropylamine;621-64-7;N-NITROSODI-N-PROPYLAMINE"	14
"64-19-7"	"acetic acid;ethanoic acid;64-19-7"	14
"65-85-0"	"benzoic acid;65-85-0;Dracylic acid"	14
"67-63-0"	"isopropanol;Isopropyl alcohol;2-Propanol"	14
"71-23-8"	"1-propanol;propanol;Propan-1-ol"	14
"72-43-5"	"methoxychlor;72-43-5;p,p'-Methoxychlor"	14
"74-85-1"	"Ethene;ETHYLENE;Acetene"	14
"74-97-5"	"Bromochloromethane;74-97-5;bromo(chloro)methane"	14
"7446-09-5"	"sulfur dioxide;sulphur dioxide;Sulfurous anhydride"	14
"7487-94-7"	"MERCURIC CHLORIDE;Mercury(II) chloride;Dichloromercury"	14
"75-02-5"	"VINYL FLUORIDE;Fluoroethene;Fluoroethylene"	14
"75-04-7"	"Ethanamine;ETHYLAMINE;Monoethylamine"	14
"75-12-7"	"formamide;75-12-7;Methanamide"	14
"75-28-5"	"ISOBUTANE;2-Methylpropane;75-28-5"	14
"75-31-0"	"ISOPROPYLAMINE;2-Propanamine;propan-2-amine"	14
"75-45-6"	"CHLORODIFLUOROMETHANE;Difluorochloromethane;75-45-6"	14
"75-86-5"	"ACETONE CYANOHYDRIN;2-Hydroxy-2-methylpropanenitrile;75-86-5"	14
"76-06-2"	"CHLOROPICRIN;Trichloronitromethane;76-06-2"	14
"76-87-9"	"Triphenyltin hydroxide;FENTIN HYDROXIDE;Triphenylstannanol"	14
"7631-90-5"	"SODIUM BISULFITE;7631-90-5;Sodium hydrogen sulfite"	14
"7646-85-7"	"7646-85-7;zinc chloride;Zinc dichloride"	14
"7681-52-9"	"chlorine base compound;SODIUM HYPOCHLORITE;7681-52-9"	14
"7681-57-4"	"Sodium metabisulfite;7681-57-4;Sodium pyrosulfite"	14
"7697-37-2"	"NITRIC ACID;7697-37-2;Hydrogen nitrate"	14
"7719-09-7"	"THIONYL CHLORIDE;Thionyl dichloride;Sulfinyl chloride"	14
"7726-95-6"	"7726-95-6;Br;Bromine"	14
"7758-19-2"	"SODIUM CHLORITE;7758-19-2;Chlorous acid, sodium salt"	14
"7775-11-3"	"SODIUM CHROMATE;Sodium chromate(VI);7775-11-3"	14
"7778-50-9"	"POTASSIUM DICHROMATE;7778-50-9;Potassium bichromate"	14
"7789-09-5"	"AMMONIUM DICHROMATE;7789-09-5;UNII-5J18BP595G"	14
"78-00-2"	"Tetraethyllead;Tetraethylplumbane;Plumbane, tetraethyl-"	14
"78-59-1"	"ISOPHORONE;78-59-1;Isoacetophorone"	14
"79-04-9"	"CHLOROACETYL CHLORIDE;79-04-9;2-chloroacetyl chloride"	14
"79-09-4"	"propionic acid;Propanoic acid;79-09-4"	14
"79-11-8"	"chloroacetic acid;Monochloroacetic acid;79-11-8"	14
"79-20-9"	"METHYL ACETATE;79-20-9;Acetic acid, methyl ester"	14
"79-21-0"	"PERACETIC ACID;Peroxyacetic acid;Ethaneperoxoic acid"	14
"79-27-6"	"1,1,2,2-TETRABROMOETHANE;79-27-6;Acetylene tetrabromide"	14
"79-41-4"	"METHACRYLIC ACID;79-41-4;2-Propenoic acid, 2-methyl-"	14
"79-94-7"	"Tetrabromobisphenol A;79-94-7;3,3',5,5'-Tetrabromobisphenol A"	14
"8008-20-6"	";rotenone;83-79-4"	14
"83-79-4"	"rotenone;83-79-4;Dactinol"	14
"84-66-2"	"DIETHYL PHTHALATE;84-66-2;phthalic acid diethyl ester"	14
"872-50-4"	"1-METHYL-2-PYRROLIDINONE;872-50-4;N-Methylpyrrolidone"	14
"88-12-0"	"N-VINYL-2-PYRROLIDONE;88-12-0;N-Vinylpyrrolidone"	14
"90-43-7"	"2-Phenylphenol;2-Hydroxybiphenyl;90-43-7"	14
"91-08-7"	"2,6-Diisocyanatotoluene;Toluene-2,6-diisocyanate;91-08-7"	14
"91-59-8"	"2-NAPHTHYLAMINE;2-Aminonaphthalene;2-Naphthalenamine"	14
"92-67-1"	"4-Aminobiphenyl;92-67-1;4-Phenylaniline"	14
"100-69-6"	"2-VINYLPYRIDINE;100-69-6;2-Ethenylpyridine"	13
"10024-97-2"	"nitrous oxide;Dinitrogen oxide;Dinitrogen monoxide"	13
"10026-13-8"	"PHOSPHORUS PENTACHLORIDE;10026-13-8;Phosphorus(V) chloride"	13
"10361-37-2"	"10361-37-2;Barium chloride;Barium dichloride"	13
"104-76-7"	"2-Ethylhexan-1-ol;2-Ethylhexanol;2-ETHYL-1-HEXANOL"	13
"10453-86-8"	"resmethrin;10453-86-8;Benzofuroline"	13
"105-39-5"	"ETHYL CHLOROACETATE;105-39-5;Ethyl chloracetate"	13
"105-45-3"	"METHYL ACETOACETATE;Methyl 3-oxobutanoate;105-45-3"	13
"105-46-4"	"SEC-BUTYL ACETATE;105-46-4;dl-sec-Butyl acetate"	13
"105-74-8"	"Lauroyl peroxide;DILAUROYL PEROXIDE;105-74-8"	13
"106-35-4"	"3-Heptanone;Heptan-3-one;106-35-4"	13
"106-48-9"	"4-CHLOROPHENOL;p-Chlorophenol;106-48-9"	13
"106-91-2"	"GLYCIDYL METHACRYLATE;106-91-2;2,3-Epoxypropyl methacrylate"	13
"10605-21-7"	"Carbendazim;10605-21-7;Carbendazole"	13
"107-25-5"	"Methyl vinyl ether;Methoxyethene;Ethene, methoxy-"	13
"1071-83-6"	"glyphosate;1071-83-6;N-(Phosphonomethyl)glycine"	13
"108-38-3"	"M-XYLENE;1,3-Dimethylbenzene;108-38-3"	13
"109-87-5"	"Dimethoxymethane;METHYLAL;109-87-5"	13
"110-05-4"	"Di-tert-butyl peroxide;110-05-4;tert-Butyl peroxide"	13
"110-97-4"	"DIISOPROPANOLAMINE;110-97-4;1,1'-Iminodipropan-2-ol"	13
"111-46-6"	"DIETHYLENE GLYCOL;111-46-6;2,2'-Oxydiethanol"	13
"111-77-3"	"2-(2-Methoxyethoxy)ethanol;111-77-3;DIETHYLENE GLYCOL MONOMETHYL ETHER"	13
"111-87-5"	"1-octanol;Octan-1-ol;octanol"	13
"112-92-5"	"Stearyl alcohol;Octadecan-1-ol;1-OCTADECANOL"	13
"115-11-7"	"ISOBUTYLENE;Isobutene;2-Methylpropene"	13
"116-14-3"	"TETRAFLUOROETHYLENE;Tetrafluoroethene;Perfluoroethylene"	13
"117-84-0"	"Dioctyl phthalate;DI-N-OCTYL PHTHALATE;117-84-0"	13
"118-79-6"	"2,4,6-tribromophenol;118-79-6;Tribromophenol"	13
"119-61-9"	"BENZOPHENONE;diphenylmethanone;119-61-9"	13
"120-61-6"	"DIMETHYL TEREPHTHALATE;120-61-6;Dimethyl p-phthalate"	13
"12108-13-3"	";ZINEB;METIRAM"	13
"12122-67-7"	"ZINEB;METIRAM;Polyram"	13
"122-20-3"	"Triisopropanolamine;122-20-3;1,1',1''-Nitrilotripropan-2-ol"	13
"122-34-9"	"simazine;122-34-9;Gesatop"	13
"123-05-7"	"2-Ethylhexanal;123-05-7;Hexanal, 2-ethyl-"	13
"123-62-6"	"PROPIONIC ANHYDRIDE;123-62-6;Propanoic anhydride"	13
"123-72-8"	"butyraldehyde;butanal;123-72-8"	13
"123-92-2"	"ISOAMYL ACETATE;3-Methylbutyl acetate;Isopentyl acetate"	13
"124-17-4"	"2-(2-Butoxyethoxy)ethyl acetate;124-17-4;Diethylene glycol monobutyl ether acetate"	13
"124-18-5"	"DECANE;n-Decane;124-18-5"	13
"12656-85-8"	"C.I. Pigment Red 104;12656-85-8;DTXSID9051321"	13
"1305-78-8"	"CALCIUM OXIDE;1305-78-8;Quicklime"	13
"1313-27-5"	"MOLYBDENUM TRIOXIDE;Molybdenum(VI) oxide;1313-27-5"	13
"1313-99-1"	"NICKEL OXIDE;Nickel(II) oxide;1313-99-1"	13
"1314-84-7"	";Lead monoxide;Lead oxide"	13
"1317-36-8"	"Lead monoxide;Lead oxide;Lead(II) oxide"	13
"1317-39-1"	";;LEAD CHROMATE"	13
"1341-49-7"	";LEAD CHROMATE;7758-97-6"	13
"1344-37-2"	"LEAD CHROMATE;7758-97-6;Lead(II) chromate"	13
"13463-39-3"	";SEC-BUTYLAMINE;2-Butanamine"	13
"13952-84-6"	"SEC-BUTYLAMINE;2-Butanamine;butan-2-amine"	13
"140-66-9"	"4-tert-Octylphenol;140-66-9;4-(1,1,3,3-TETRAMETHYLBUTYL)PHENOL"	13
"142-96-1"	"Butyl ether;DIBUTYL ETHER;1-Butoxybutane"	13
"156-43-4"	"p-Phenetidine;4-ETHOXYANILINE;156-43-4"	13
"15625-89-5"	"TRIMETHYLOLPROPANE TRIACRYLATE;15625-89-5;TMPTA"	13
"1570-64-5"	"4-CHLORO-2-METHYLPHENOL;1570-64-5;4-Chloro-o-cresol"	13
"16872-11-0"	"Tetrafluoroboric acid;Fluoroboric acid;16872-11-0"	13
"16893-85-9"	"Sodium hexafluorosilicate;16893-85-9;Sodium fluorosilicate"	13
"1836-75-5"	"NITROFEN;1836-75-5;2,4-Dichloro-1-(4-nitrophenoxy)benzene"	13
"2426-08-6"	"BUTYL GLYCIDYL ETHER;n-Butyl glycidyl ether;2426-08-6"	13
"25154-52-3"	";DIISODECYL PHTHALATE;26761-40-0"	13
"26761-40-0"	"DIISODECYL PHTHALATE;26761-40-0;Bis(8-methylnonyl) phthalate"	13
"2691-41-0"	"Octogen;Oktogen;2691-41-0"	13
"28553-12-0"	"DIISONONYL PHTHALATE;28553-12-0;Diisononylphthalate"	13
"2867-47-2"	"2-(Dimethylamino)ethyl methacrylate;2867-47-2;Dimethylaminoethyl methacrylate"	13
"333-41-5"	"diazinon;Dimpylate;333-41-5"	13
"3333-67-3"	"NICKEL CARBONATE;3333-67-3;Nickel(II) carbonate"	13
"34590-94-8"	";Sulfotep;Sulfotepp"	13
"3689-24-5"	"Sulfotep;Sulfotepp;Dithiophos"	13
"509-14-8"	"TETRANITROMETHANE;Methane, tetranitro-;509-14-8"	13
"5124-30-1"	"5124-30-1;Hydrogenated MDI;Hylene W"	13
"526-73-8"	"1,2,3-TRIMETHYLBENZENE;526-73-8;Hemimellitene"	13
"528-29-0"	"1,2-Dinitrobenzene;528-29-0;O-DINITROBENZENE"	13
"53-70-3"	"Dibenz[a,h]anthracene;53-70-3;benzo[k]tetraphene"	13
"534-52-1"	"2-Methyl-4,6-dinitrophenol;4,6-DINITRO-O-CRESOL;DNOC"	13
"56-81-5"	"glycerol;glycerin;56-81-5"	13
"563-12-2"	"ethion;563-12-2;Diethion"	13
"57-13-6"	"urea;carbamide;57-13-6"	13
"57-24-9"	"strychnine;57-24-9;(-)-Strychnine"	13
"59-50-7"	"4-Chloro-3-methylphenol;Chlorocresol;59-50-7"	13
"592-01-8"	"Calcyanide;Cyanogas;Calcid"	13
"592-41-6"	"1-HEXENE;Hex-1-ene;592-41-6"	13
"626-17-5"	"Isophthalonitrile;1,3-DICYANOBENZENE;626-17-5"	13
"628-63-7"	"Amyl acetate;Pentyl acetate;628-63-7"	13
"65996-93-2"	";methanethiol;METHYL MERCAPTAN"	13
"74-93-1"	"methanethiol;METHYL MERCAPTAN;Mercaptomethane"	13
"7429-90-5"	"7429-90-5;Al;Aluminum"	13
"75-08-1"	"Ethanethiol;ETHYL MERCAPTAN;75-08-1"	13
"75-69-4"	"Trichlorofluoromethane;Fluorotrichloromethane;75-69-4"	13
"75-71-8"	"DICHLORODIFLUOROMETHANE;75-71-8;Difluorodichloromethane"	13
"7632-00-0"	"SODIUM NITRITE;7632-00-0;Nitrous acid, sodium salt"	13
"7637-07-2"	"BORON TRIFLUORIDE;Trifluoroborane;Borane, trifluoro-"	13
"7646-78-8"	"Tin tetrachloride;Tin(IV) chloride;Tetrachlorostannane"	13
"7646-79-9"	"7646-79-9;Cobaltchloride;Cobalt chloride (CoCl2)"	13
"7727-21-1"	"POTASSIUM PERSULFATE;7727-21-1;Potassium peroxydisulfate"	13
"7727-54-0"	"Ammonium persulfate;7727-54-0;Ammonium peroxydisulfate"	13
"7775-09-9"	"SODIUM CHLORATE;7775-09-9;Chloric acid, sodium salt"	13
"78-10-4"	"Tetraethyl orthosilicate;Tetraethoxysilane;Tetraethyl silicate"	13
"78-78-4"	"2-Methylbutane;ISOPENTANE;78-78-4"	13
"78-92-2"	"2-Butanol;Butan-2-ol;sec-Butanol"	13
"79-22-1"	"METHYL CHLOROFORMATE;79-22-1;Methyl chlorocarbonate"	13
"79-24-3"	"NITROETHANE;79-24-3;Ethane, nitro-"	13
"8006-64-2"	";;"	13
"8030-30-6"	";;Azinphos-methyl"	13
"8052-42-4"	";Azinphos-methyl;Azinphosmethyl"	13
"86-50-0"	"Azinphos-methyl;Azinphosmethyl;azinphos methyl"	13
"88-73-3"	"2-Chloronitrobenzene;1-CHLORO-2-NITROBENZENE;88-73-3"	13
"88-85-7"	"DINOSEB;88-85-7;2-sec-Butyl-4,6-dinitrophenol"	13
"88-89-1"	"PICRIC ACID;2,4,6-Trinitrophenol;Trinitrophenol"	13
"95-49-8"	"2-Chlorotoluene;1-Chloro-2-methylbenzene;95-49-8"	13
"95-69-2"	"4-Chloro-2-methylaniline;95-69-2;4-CHLORO-O-TOLUIDINE"	13
"98-54-4"	"4-tert-Butylphenol;98-54-4;4-(tert-Butyl)phenol"	13
"100-21-0"	"TEREPHTHALIC ACID;100-21-0;p-Phthalic acid"	12
"10028-15-6"	"OZONE;10028-15-6;Ozon"	12
"10039-54-0"	";Lead dinitrate;LEAD NITRATE"	12
"10099-74-8"	"Lead dinitrate;LEAD NITRATE;10099-74-8"	12
"101-90-6"	"Resorcinol diglycidyl ether;101-90-6;DIGLYCIDYL RESORCINOL ETHER"	12
"102-06-7"	"1,3-Diphenylguanidine;102-06-7;Diphenylguanidine"	12
"102-81-8"	"2-(DIBUTYLAMINO)ETHANOL;102-81-8;Ethanol, 2-(dibutylamino)-"	12
"102-82-9"	"TRIBUTYLAMINE;102-82-9;Tri-n-butylamine"	12
"10294-33-4"	"BORON TRIBROMIDE;Tribromoborane;10294-33-4"	12
"103-33-3"	"azobenzene;103-33-3;Diphenyldiazene"	12
"10325-94-7"	"CADMIUM NITRATE;10325-94-7;Cadmium(II) nitrate"	12
"104-90-5"	"5-Ethyl-2-methylpyridine;104-90-5;5-Ethyl-2-picoline"	12
"106-43-4"	"4-Chlorotoluene;106-43-4;1-Chloro-4-methylbenzene"	12
"106-63-8"	"ISOBUTYL ACRYLATE;106-63-8;Isobutyl propenoate"	12
"106-98-9"	"1-BUTENE;But-1-ene;Ethylethylene"	12
"107-03-9"	"1-Propanethiol;Propane-1-thiol;Propanethiol"	12
"107-20-0"	"CHLOROACETALDEHYDE;2-chloroacetaldehyde;107-20-0"	12
"108-86-1"	"BROMOBENZENE;108-86-1;Benzene, bromo-"	12
"108-93-0"	"CYCLOHEXANOL;108-93-0;Cyclohexyl alcohol"	12
"108-99-6"	"3-METHYLPYRIDINE;3-Picoline;108-99-6"	12
"109-52-4"	"Valeric acid;PENTANOIC ACID;n-Valeric acid"	12
"109-74-0"	"Butyronitrile;BUTANENITRILE;N-Butyronitrile"	12
"109-77-3"	"MALONONITRILE;Propanedinitrile;109-77-3"	12
"109-92-2"	"Ethyl vinyl ether;109-92-2;Ethoxyethene"	12
"110-16-7"	"maleic acid;110-16-7;cis-butenedioic acid"	12
"110-62-3"	"Valeraldehyde;PENTANAL;n-Pentanal"	12
"110-89-4"	"PIPERIDINE;110-89-4;Hexahydropyridine"	12
"111-14-8"	"HEPTANOIC ACID;Enanthic acid;111-14-8"	12
"111-88-6"	"1-OCTANETHIOL;111-88-6;Octane-1-thiol"	12
"1116-54-7"	"N-NITROSODIETHANOLAMINE;1116-54-7;Diethanolnitrosamine"	12
"112-27-6"	"TRIETHYLENE GLYCOL;112-27-6;Triglycol"	12
"112-30-1"	"1-DECANOL;Decan-1-ol;Decyl alcohol"	12
"112-53-8"	"1-DODECANOL;Dodecan-1-ol;Dodecanol"	12
"112-55-0"	"1-DODECANETHIOL;Dodecane-1-thiol;112-55-0"	12
"112-57-2"	"TETRAETHYLENEPENTAMINE;112-57-2;Tetren"	12
"115-77-5"	"PENTAERYTHRITOL;115-77-5;2,2-bis(hydroxymethyl)propane-1,3-diol"	12
"115-95-7"	"LINALYL ACETATE;115-95-7;Linalool acetate"	12
"117-08-8"	"TETRACHLOROPHTHALIC ANHYDRIDE;117-08-8;Tetrathal"	12
"120-51-4"	"BENZYL BENZOATE;120-51-4;Ascabiol"	12
"120-78-5"	"120-78-5;2,2'-Dithiobis(benzothiazole);2,2'-Dithiobisbenzothiazole"	12
"121-73-3"	"1-Chloro-3-nitrobenzene;121-73-3;m-Chloronitrobenzene"	12
"121-87-9"	"2-Chloro-4-nitroaniline;121-87-9;Ocpna"	12
"123-19-3"	"4-Heptanone;Heptan-4-one;123-19-3"	12
"123-30-8"	"4-aminophenol;p-aminophenol;123-30-8"	12
"123-63-7"	"PARALDEHYDE;2,4,6-Trimethyl-1,3,5-trioxane;123-63-7"	12
"124-38-9"	"carbon dioxide;carbonic anhydride;Dry ice"	12
"124-41-4"	"Sodium methanolate;SODIUM METHOXIDE;Sodium methylate"	12
"124-68-5"	"2-Amino-2-methyl-1-propanol;124-68-5;2-Amino-2-methylpropan-1-ol"	12
"129-00-0"	"PYRENE;129-00-0;Benzo[def]phenanthrene"	12
"1304-56-9"	"BERYLLIUM OXIDE;Beryllia;1304-56-9"	12
"13048-33-4"	"1,6-HEXANEDIOL DIACRYLATE;13048-33-4;Hexamethylene diacrylate"	12
"1306-23-6"	"CADMIUM SULFIDE;Cadmium sulphide;1306-23-6"	12
"1313-82-2"	"1313-82-2;sodium sulfide;Disodium sulfide"	12
"1314-34-7"	"Vanadium(III) oxide;Vanadium trioxide;1314-34-7"	12
"1314-41-6"	"1314-41-6;lead tetroxide;orange lead"	12
"1332-58-7"	"KAOLIN;1332-58-7;China clay"	12
"1336-36-3"	"3,3',4,4',5,5'-Hexachlorobiphenyl;32774-16-6;PCB 169"	12
"1344-28-1"	"ALUMINUM OXIDE;Aluminium oxide;1344-28-1"	12
"1344-95-2"	"Silicic acid, calcium salt;1344-95-2;Micro-cel"	12
"137-05-3"	"Mecrylate;137-05-3;METHYL 2-CYANOACRYLATE"	12
"137-30-4"	"ZIRAM;137-30-4;Zinc dimethyldithiocarbamate"	12
"139-13-9"	"NITRILOTRIACETIC ACID;139-13-9;2,2',2''-nitrilotriacetic acid"	12
"140-11-4"	"BENZYL ACETATE;140-11-4;Acetic acid benzyl ester"	12
"140-31-8"	"140-31-8;N-Aminoethylpiperazine;N-(2-Aminoethyl)piperazine"	12
"141-97-9"	"ethyl acetoacetate;ethyl 3-oxobutanoate;141-97-9"	12
"143-22-6"	"TRIETHYLENE GLYCOL MONOBUTYL ETHER;143-22-6;Butoxytriglycol"	12
"14484-64-1"	"Ferbam;Iron(III) dimethyldithiocarbamate;Ferric dimethyldithiocarbamate"	12
"14808-60-7"	"SILICON DIOXIDE;Silica;Quartz"	12
"149-30-4"	"2-Mercaptobenzothiazole;149-30-4;2-Benzothiazolethiol"	12
"156-60-5"	"TRANS-1,2-DICHLOROETHYLENE;trans-1,2-Dichloroethene;156-60-5"	12
"1563-66-2"	"carbofuran;Furadan;1563-66-2"	12
"1675-54-3"	"BISPHENOL A DIGLYCIDYL ETHER;1675-54-3;BADGE"	12
"17804-35-2"	"BENOMYL;Benlate;17804-35-2"	12
"193-39-5"	"Indeno[1,2,3-cd]pyrene;193-39-5;INDENO(1,2,3-CD)PYRENE"	12
"20816-12-0"	"OSMIUM TETROXIDE;Osmium tetraoxide;Osmic acid"	12
